gvkey,datadate,iid,tic,cusip,conm,tpci,cik
065622,31/1/05,01,CCRD.1,206186108,CONCORD COMMUNICATIONS INC,0,0000915290
065627,31/1/05,01,EMDG.1,29245E103,EMPYREAN BIOSCIENCE INC,0,0001074626
065630,31/1/05,01,TUC,554153106,MAC-GRAY CORP,0,0001038280
065631,31/1/05,01,3MNEAF,602910101,MINERA ANDES INC,0,0001030219
065632,31/1/05,02C,MRT.UN,617914106,MORGUARD REAL ESTATE INVT TR,0,
065635,31/1/05,01C,RDS.,76125W505,RADISSON MINING RESOURCS INC,0,0002002756
065637,31/1/05,01,BRVO,105666101,BRAVO BRANDS INC,0,0001061029
065639,31/1/05,01,CSEF,14745C104,CASE FINANCIAL INC,0,0001096841
065640,31/1/05,01,CSR,15202L107,CENTRESPACE,0,0000798359
065641,31/1/05,02C,SMN.U,78388S205,SCI INCOME TRUST,0,
065642,31/1/05,01C,SBI.H,783966104,SBI SKIN BIOLOGY INC,0,
065643,31/1/05,01,FCS,303726103,FAIRCHILD SEMICONDUCTOR INTL,0,0001036960
065654,31/1/05,01,PWI.1,741930309,PRIMEWEST ENERGY TRUST,0,0001136201
065655,31/1/05,01,ROAC,772632105,ROCK OF AGES CORP  -CL A,0,0000084581
065656,31/1/05,01C,SLV.H,85788C102,STEALTH VENTURES INC,0,
065662,31/1/05,90,CHL,16941M109,CHINA MOBILE LTD,F,0001117795
065664,31/1/05,01,CDCI,14148P207,CARDINAL COMMUNICATIONS INC,0,0001035398
065666,31/1/05,01,3ALRG,01849R103,ALLERGY RESEARCH GROUP INC,0,0001044119
065670,31/1/05,01,MBAY,58446J207,MEDIABAY INC,0,0001040973
065671,31/1/05,01,INVX,457651107,INNOVEX INTERNATIONAL INC,0,0001042893
065675,31/1/05,01,OIGBQ,68559A208,ORBITAL INFRAS GROUP INC,0,0001108967
065676,31/1/05,01,IN,458786100,INTERMEC INC,0,0001044590
065677,31/1/05,01,XLWH,98422F100,XINLIWANG INTL HLDNGS CO LTD,0,
065679,31/1/05,02,3ITCD,45031T872,ITC DELTACOM INC,0,0001041954
065680,31/1/05,01,PFCO,703588103,PAULA FINANCIAL/DE,0,0000929031
065681,31/1/05,01,PHCC.1,74264T102,PRIORITY HEALTHCARE CP -CL B,0,0001037975
065682,31/1/05,01,LGPT,540474103,LOG PT TECHNOLOGIES INC,0,0000915569
065686,31/1/05,01,EAGB,269437208,EAGLE BROADBAND INC,0,0001023139
065688,31/1/05,01C,SIEN.,82621E205,SIENNA RESOURCES INC,0,0001160191
065689,31/1/05,01,MBWM,587376104,MERCANTILE BANK CORP,0,0001042729
065690,31/1/05,01,OSIXQ,690131107,OUTSOURCE INTERNATIONAL INC,0,0001013316
065691,31/1/05,01,OWVI,68244N201,ONE WORLD VENTURES INC,0,0001763657
065692,31/1/05,01,SNSGF,816923205,SENSE TECHNOLOGIES INC,0,0001077638
065698,31/1/05,01,BKMP,09250L101,FIRST CANADIAN AMER HLDG CP,0,0001392285
065700,31/1/05,01,AMNT.,03169A108,AMNET MORTGAGE INC,0,0001035744
065702,31/1/05,01,CWST,147448104,CASELLA WASTE SYS INC  -CL A,0,0000911177
065703,31/1/05,01,INTI,45720M105,INHIBITOR THERAPEUTICS INC,0,0001042418
065706,31/1/05,03,ABVT,00374N107,ABOVENET INC,0,0001043533
065707,31/1/05,01,CLDH,189146103,CLOUDTECH SENSORS INC,0,0001096154
065708,31/1/05,01,TSICQ,89708P102,TROPICAL SPORTSWEAR INTL CP,0,0001044324
065709,31/1/05,01,ZMTX,989859103,ZYMETX INC,0,0000921439
065710,31/1/05,01,EPR,26884U109,EPR PROPERTIES,0,0001045450
065711,31/1/05,01,AMBWQ,03113V109,AMF BOWLING INC,0,0001044612
065713,31/1/05,01,CLBH,143785103,CAROLINA BANK HOLDINGS INC,0,0001127160
065717,31/1/05,01,LTS,50575Q102,OSAIC FINANCIAL SERVICES INC,0,0001029730
065718,31/1/05,01,GPI,398905109,GROUP 1 AUTOMOTIVE INC,0,0001031203
065721,31/1/05,01,EWRC,300575503,EWORLD COS INC,0,0001401739
065722,31/1/05,01,OECI,68555W105,ORBIT E-COMMERCE INC,0,0000071391
065723,31/1/05,01,SFGP,829890102,SIUSLAW FINANCIAL GP INC,0,0000861810
065724,31/1/05,01,TCSM,893537100,TRANSCOASTAL MARINE SVCS INC,0,0001043119
065725,31/1/05,01,UBIX,90261L108,UBICS INC,0,0001045445
065726,31/1/05,01,LRNP,52201E107,LEARNING PRIORITY INC,0,0001023008
065729,31/1/05,01C,GPS.1,055714406,BSM TECHNOLOGIES INC,0,
065731,31/1/05,01,AVTMQ,054527205,AVTEAM INC  -CL A,0,0001013787
065732,31/1/05,01,SNDA,140475203,SONIDA SENIOR LIVING INC,0,0001043000
065736,31/1/05,01,CBIS,137648101,CANNABIS SCIENCE INC,0,0001024626
065737,31/1/05,01,NOVCQ,66989V107,NOVATION COS INC,0,0001025953
065738,31/1/05,01,TONS.1,669959108,NOVAMERICAN STEEL INC-OLD,0,0001046687
065739,31/1/05,01,PSEM,713831105,PERICOM SEMICONDUCTOR CORP,0,0001001426
065742,31/1/05,01,CFOO,16954Y107,CHINA FOODS HOLDINGS LTD,0,0001310630
065743,31/1/05,01,SNRNQ,83568V101,SONORAN ENERGY INC,0,0001101661
065744,31/1/05,01C,LUG.,550371108,LUNDIN GOLD INC,0,
065745,31/1/05,01C,DY.,267934107,DYNATEC CORP,0,
065750,31/1/05,01C,IBR.,46276D101,IRON BRIDGE RESOURCES INC,0,
065752,31/1/05,01C,UNV.,913454203,UNIVERSAL COPPER LTD,0,0001578010
065753,31/1/05,01,HOMS.1,88738N103,TIMIOS NATIONAL CORP,0,0001006459
065754,31/1/05,01,CNWT,17284Q202,CISTERA NETWORKS INC,0,0000821356
065757,31/1/05,01C,MKX.,55309B206,MKS INC  -OLD,0,
065758,31/1/05,01,FCEN.1,319424107,1ST CENTENNIAL BANCORP,0,0001097081
065759,31/1/05,02C,RYL.,78029T109,ROYAL HOST INC,0,
065760,31/1/05,01,STLT.,816209100,SELECT THERAPEUTICS INC,0,0001037158
065761,31/1/05,01,TWFCQ,87215N107,T & W FINANCIAL CORP,0,0001041077
065763,31/1/05,01C,ARK.H,039506308,ARCHER PETROLEUM CORP,0,
065765,31/1/05,01,YHGJ,98873Q100,YUNHONG GREEN CTI LTD,0,0001042187
065769,31/1/05,01,PLTGQ,72766F109,PLATINA ENERGY GROUP INC,0,0001098278
065771,31/1/05,01,YDNT,987520103,YOUNG INNOVATIONS INC,0,0000949874
065772,31/1/05,01,MTD,592688105,METTLER-TOLEDO INTL INC,0,0001037646
065773,31/1/05,01,TCC.1,89288R106,TRAMMELL CROW CO,0,0001022438
065776,31/1/05,01,3AESK,029654308,AMERICAN SKIING CO,0,0001043432
065783,31/1/05,01,MLGPF,G5974G108,MELDEX INTL PLC,0,0001210959
065785,31/1/05,01,LNCC,501942106,LINC CAPITAL INC,0,0000936094
065787,31/1/05,01,PACI.1,74018R105,PRECISION AUTO CARE INC,0,0001038541
065790,31/1/05,90,BBQZY,067091108,BARBEQUES GALORE LTD  -ADR,F,0001047326
065796,31/1/05,01,MOFG,598511103,MIDWESTONE FINANCIAL GROUP,0,0001412665
065800,31/1/05,01,CPFH,140144205,CAPITAL FINANCIAL HLDGS INC,0,0000944696
065803,31/1/05,01,RGX.1,75040K109,RADIOLOGIX INC,0,0001031329
065804,31/1/05,01C,GUN.,403069107,GUNPOINT EXPLORATION LTD,0,0001639654
065805,31/1/05,01,SYFSQ,871580106,SYNDICATED FOOD SERVICE INTL,0,0001044434
065806,31/1/05,02C,LGY.U,524919107,LEGACY HOTELS REAL ESTATE,0,
065807,31/1/05,01,PBDY,704582105,PEABODYS COFFEE INC,0,0001046998
065808,31/1/05,01,BNAUF,07160B106,BATTLE NORTH GOLD CORP,0,0001057791
065809,31/1/05,01,FFRMF,36116Y100,FUTURE FARM TECHNOLOGIES INC,0,0001168960
065810,31/1/05,01,DGMA,24478T109,DEGAMA SOFTWARE SOLUTIONS,0,0001044167
065811,31/1/05,01,GLIF.1,388113102,GRANT LIFE SCIENCES INC,0,0001210336
065812,31/1/05,01,ECTE,27876L206,ECHO THERAPEUTICS INC,0,0001031927
065815,31/1/05,01C,OML.,681976106,OMNI-LITE INDUSTRIES CANADA,0,
065817,31/1/05,01,ECEC,27889U102,ECOM ECOM.COM INC,0,
065818,31/1/05,01C,3796B,936904101,WARWICK COMMUNICATIONS INC,0,
065823,31/1/05,01C,AEO.,051921104,AURADO ENERGY INC,0,
065825,31/1/05,01,HYBR,44860K102,HYBRID NETWORKS INC,0,0000900091
065827,31/1/05,01,PYR.1,693677106,PYR ENERGY CORP,0,0001016289
065828,31/1/05,01,CTCJ.1,15299Y939,CENTRACAN INC-OLD,0,
065829,31/1/05,01,PGE,74158J103,PRIME GROUP REALTY TRUST,0,0001042798
065831,31/1/05,01,SAH,83545G102,SONIC AUTOMOTIVE INC  -CL A,0,0001043509
065832,31/1/05,01,SPHC,79586Q207,SAMARITAN PHARMACEUTICALS,0,0001057377
065833,31/1/05,01,CNHC,16939U204,MAX INTERNET COMM INC,0,0001061554
065837,31/1/05,01C,GFM.H,361973100,GFM RESOURCES LTD,0,
065838,31/1/05,01,SVON,81834Q104,SEVION THERAPEUTICS INC,0,
065840,31/1/05,01C,MCG.,623891207,MOUNTAIN CHINA RESORTS HLDG,0,
065841,31/1/05,01,SPLN.,848934105,SPORTSLINE.COM INC,0,0000945688
065842,31/1/05,01,GEVI,369759105,GENERAL ENTERPRISE VNTRS INC,0,0000894556
065843,31/1/05,90,VIRGY,92765K206,VIRGIN EXPRESS HOLDINGS PLC,F,0001048420
065846,31/1/05,02C,HIT.UN,31659W108,FIERA HIGH INCOME TRUST,0,
065848,31/1/05,01C,GCX.Z,38081U204,GOLDEN CHINA RESOURCES CORP,0,0001417855
065850,31/1/05,01,CTHR,159765205,CHARLES & COLVARD LTD,0,0001015155
065851,31/1/05,01C,MIVO.,55318L104,MIIVO HOLDINGS CORP,0,
065853,31/1/05,01,IBSS,45810X102,INTEGRATED BUSINESS SYS &SVC,0,0001040863
065856,31/1/05,01,FTRS,36118Q105,FUTURIS CO,0,0001041633
065858,31/1/05,01,POPM,733167407,POPMAIL.COM INC,0,0001044738
065859,31/1/05,01,QATSF,74762L106,QUANTITATIVE ALPHA TRADING,0,0001036140
065860,31/1/05,01,OCEIF,68371C101,OPEN EC TECHNOLOGIES INC,0,0001108940
065862,31/1/05,01C,WHD.Z,953170107,WEST HAWK DEVELOPMENT CORP,0,
065863,31/1/05,01C,TSU.H,893651604,TRANSEURO ENERGY CORP,0,0001322771
065867,31/1/05,01C,MCB.,57980Q106,MCCOY GLOBAL INC,0,0000063789
065872,31/1/05,01,PGNX,743187106,PROGENICS PHARMACEUTICAL INC,0,0000835887
065873,31/1/05,01C,AFR.,00111F102,AFR NUVENTURE RESOURCES INC,0,0001053143
065875,31/1/05,01,QOBJ,74833H308,QUERYOBJECT SYSTEMS CORP,0,0000855743
065876,31/1/05,01,NVDL.1,66986X106,NOVADEL PHARMA INC,0,0001043873
065877,31/1/05,01,IHWY,456723105,INFORMATION HWY.COM INC,0,0001081240
065879,31/1/05,01,CIBG,17164L109,CIBOLAN GOLD CORP,0,0001060910
065881,31/1/05,01,NOBLQ,655053106,NOBLE INTERNATIONAL LTD,0,0001034258
065883,31/1/05,01C,CDN.,136821105,CANADREAM CORP,0,
065884,31/1/05,01,SBBX,78413T103,SB ONE BANCORP,0,0001028954
065886,31/1/05,01,AMG,008252108,AFFILIATED MANAGERS GRP INC,0,0001004434
065887,31/1/05,01,AFCO.1,038197109,APPLIED FILMS CORP,0,0001040660
065892,31/1/05,01C,SRR.H,857652200,STATESMAN RESOURCES LTD,0,
065893,31/1/05,01,ORXE,685775207,ORE HOLDINGS INC,0,0001043914
065895,31/1/05,01,LICB,542669106,LONG ISLAND FINANCIAL CORP,0,0001070517
065896,31/1/05,01,GEOS,37364X109,GEOSPACE TECHNOLOGIES CORP,0,0001001115
065897,31/1/05,01,ENHT,293313102,ENHERENT CORP,0,0001045560
065899,31/1/05,01,RNWK,75605L708,REALNETWORKS INC,0,0001046327
065904,31/1/05,01,AMCC,03822W406,APPLIED MICRO CIRCUITS CORP,0,0000711065
065905,31/1/05,01,NOTV,45783Q100,INOTIV INC,0,0000720154
065908,31/1/05,01,FTGX,315653402,FIBERNET TELECOM GROUP INC,0,0001001868
065911,31/1/05,01,GMTCQ,36466D102,GAMETECH INTERNATIONAL INC,0,0001045014
065916,31/1/05,01,PWHSQ,698941309,PAPER WAREHOUSE INC,0,0000934509
065918,31/1/05,01C,DEE.,247128846,DELPHI ENERGY CORP,0,0001367338
065919,31/1/05,01,DIGI,253895106,DIGITILITI INC,0,0001411658
065921,31/1/05,01,APXSQ,G04074103,GOLDEN MINERALS CO,0,0001011509
065922,31/1/05,01,ASIGF,G02208109,ALPHASTAR INSURANCE GRP LTD,0,0001043309
065924,31/1/05,01,CSBB,12628R107,CSB BANCORP INC/OH,0,0000880417
065925,31/1/05,01,KCPC,493074207,KEY CAPITAL CORP/GA,0,0000867664
065930,31/1/05,01,ILIU,458738101,INTERLEUKIN GENETICS INC,0,0001037649
065934,31/1/05,01C,PED.H,705343309,PEDRO RESOURCES LTD,0,
065935,31/1/05,01,RFNS,75954D109,RELIANT FINANCIAL SVC CORP,0,0001108028
065937,31/1/05,01,SLSN,630079101,SOLESENCE INC,0,0000883107
065938,31/1/05,01,NOUV,66979K103,NOUVEAU LIFE PHARMACEUTICALS,0,0001104200
065940,31/1/05,01,PWNX,73933F204,POWERLINX INC,0,0000894536
065943,31/1/05,01,3STUOE.,77570Y103,ROLLING THUNDER EXPL LTD,0,0001125663
065944,31/1/05,01,ASRT,04546C205,ASSERTIO HOLDINGS INC,0,0001808665
065946,31/1/05,01,ISBH,464261106,ISBRE HOLDINGS CORP,0,
065948,31/1/05,01,MPWG,553444100,MPW INDUSTRIAL SERVICES GRP,0,0001047098
065950,31/1/05,01,IEAM,456132208,INDL ENTERPRISES OF AMERICA,0,0001059677
065951,31/1/05,01,BHUB,089865109,BIGHUB.COM INC,0,0001093192
065955,31/1/05,01C,TOT.,89154B102,TOTAL ENERGY SERVICES INC,0,0001696554
065958,31/1/05,01,CFFI,12466Q104,C&F FINANCIAL CORP,0,0000913341
065961,31/1/05,01,IMAG,45245V101,IMAGEMAX INC,0,0001046032
065966,31/1/05,01,ASXSF,290737105,ELYSEE DEVELOPMENT CORP,0,0001755305
065967,31/1/05,01,EVHC,29414D100,ENVISION HEALTHCARE CORP,0,0001678531
065971,31/1/05,01,IBCA.1,460927106,INTERVEST BANCSHARES CORP,0,0000927807
065972,31/1/05,01,MDWYQ,598126100,MIDWAY AIRLINES CORP,0,0000946323
065973,31/1/05,01,OMNI,68210T208,OMNI ENERGY SERVICES CORP,0,0001046212
065975,31/1/05,01,GBDI,37932Q107,GLOBAL BUS INFO DIRECTORY CO,0,0001071475
065976,31/1/05,01,3VBNY,924392103,VERNON BANK CORP,0,
065978,31/1/05,01,MNTEF,M69466205,MENTERGY LTD,0,0001049258
065980,31/1/05,01,3FDTR,314012105,FEDERAL TRUST CORP,0,0000842640
065982,31/1/05,01C,ABS.H,02461V109,AMERICAN BIOFUELS INC,0,0001337636
065984,31/1/05,01C,NME.Z,629920109,NAMEX EXPLORATIONS INC,0,
065986,31/1/05,01,BB,09228F103,BLACKBERRY LTD,0,0001070235
065990,31/1/05,01C,GPL.1,370368102,GENERAL MINING PROPERTIES,0,
065991,31/1/05,01,MHTX,563122100,MANHATTAN SCIENTIFICS INC,0,0001099132
065992,31/1/05,01,MCYC,582822102,MCY.COM INC,0,0001020669
065995,31/1/05,01,WIFT,96684M508,WI-FI TV INC,0,0001066624
065996,31/1/05,01C,INQ.,45769T102,INSCAPE CORP,0,
065997,31/1/05,01,TAGE,872161104,TAG ENTERTAINMENT CORP,0,0001001133
065998,31/1/05,01C,ROI.,77929Q405,ROUTE1 INC,0,0001736289
066000,31/1/05,01,AIII,00489F106,ACRE REALTY INVESTORS INC,0,0001011109
066001,31/1/05,90,NZSKY,83080U102,SKY NETWORK TELEVISION LTD,F,0001050006
066004,31/1/05,01,FRN.2,358497105,FRIENDLY ICE CREAM CORP,0,0000039135
066005,31/1/05,01,ASRPF,045297207,ASPEN GROUP RESOURCES CORP,0,0001023947
066009,31/1/05,01,BMNR,09175A206,BITMINE IMMERSION TECH INC,0,0001829311
066010,31/1/05,01C,DEAL.,728123100,PLAYGON GAMES INC,0,0001774282
066015,31/1/05,01,BAOB,067021105,BARABOO BANCORPORATION INC,0,
066016,31/1/05,01,INGR,457187102,INGREDION INC,0,0001046257
066018,31/1/05,01C,HMI.,43399S933,HINTERLAND METALS INC -OLD,0,0001509532
066019,31/1/05,01,BLLN,109542100,BRILLIANT TECHNOLOGIES CORP,0,0001054825
066022,31/1/05,01,IVISF,B49233107,ICOS VISION SYSTEM NV,0,0001049253
066023,31/1/05,01,MDTV,582828208,MDU COMMUNICATIONS INTL INC,0,0001086139
066024,31/1/05,01,UGVMF,904565108,UNGAVA MINES INC,0,0001041019
066026,31/1/05,01,FLXI,338923105,FLEXIINTERNATIONAL SOFTWARE,0,0001015464
066029,31/1/05,01,MHRCQ,55973B102,BLUE RIDGE MOUNTAIN RESOURCE,0,0001335190
066030,31/1/05,01C,NEL.3,64151Q105,NEVARRO ENERGY LTD,0,
066031,31/1/05,01,FBLQ,344869102,FOOTBALL EQUITIES INC,0,0001042456
066032,31/1/05,01,POWI,739276103,POWER INTEGRATIONS INC,0,0000833640
066037,31/1/05,01,BRSE,11134W204,BROADSIDE ENTERPRISES INC,0,0001661418
066042,31/1/05,01,BRTX,090655606,BIORESTORATIVE THERAPIES INC,0,0001505497
066045,31/1/05,01C,GAR.H,365900109,GARNEAU INC,0,
066046,31/1/05,01,GWLKQ,362447104,GABRIEL TECHNOLOGIES CORP,0,0001009833
066047,31/1/05,01C,GXE.1,379343106,GLOBAL EXPRESS ENERGY INC,0,
066048,31/1/05,01,AWTI,009229105,AIR WATER INTERNATIONAL CORP,0,0001098207
066049,31/1/05,01,PTACQ,709620108,PENTACON INC,0,0001050504
066050,31/1/05,01,HWK,420089104,HAWK CORP,0,0000849240
066058,31/1/05,01C,SPD.2,847931102,SPECTRA PREMIUM INDS INC,0,
066059,31/1/05,01,OPAY,67623R106,OFFICIAL PAYMENTS HLDGS INC,0,0001045150
066060,31/1/05,01,ANPIQ,034918102,ANGIOTECH PHARMACEUTICALS,0,0001096481
066061,31/1/05,01,DTGF,256743105,DOLLAR THRIFTY AUTOMOTIVE GP,0,0001049108
066062,31/1/05,01,PBIX,70285H101,PASSPORT BRANDS INC,0,0001041179
066065,31/1/05,01,URI,911363109,UNITED RENTALS INC,0,0001067701
066072,31/1/05,01,NMTLF,64157G200,NEW AGE METALS INC,0,0001073238
066073,31/1/05,01,PHLI,695113100,PACIFICHEALTH LABORATORIES,0,0001000278
066076,31/1/05,01C,AVS.Z,054456108,AVOTUS CORP,0,
066077,31/1/05,01,BCYRA,089098107,BIG CITY RADIO INC  -CL A,0,0001046284
066084,31/1/05,01C,NWC.H,647045202,NEW MERIDIAN MINING CORP,0,
066085,31/1/05,01,AAIC,041356205,ARLINGTON ASSET INVESTMENT,0,0001209028
066086,31/1/05,01C,GCP.,38143K103,GOLDMINCO CORP,0,
066087,31/1/05,01,CSTF,09858Y208,CURASCIENTIFIC CORP,0,0001877788
066089,31/1/05,01,UNDY,904670106,UNIDYN CORP,0,0000894542
066090,31/1/05,01,CPLT,20084U209,COMMERCEPLANET INC,0,0001028070
066095,31/1/05,01,SWCB,84479U109,SOUTHWEST CMNTY BANCORP,0,0001275873
066096,31/1/05,01,SIB.,857550107,STATEN ISLAND BANCORP INC,0,0001042801
066097,31/1/05,01,TSTA,900010109,TURBOSONIC TECHNOLOGIES INC,0,0000900393
066098,31/1/05,01,VSBN,917927105,VSB BANCORP INC/NY,0,0001225874
066099,31/1/05,01,QSSY,74727Y102,Q SEVEN SYSTEMS INC,0,0001033504
066100,31/1/05,01,SOYL,02968P100,AMERICAN SOIL TECHNOLOGIES,0,0001031896
066102,31/1/05,01,UCBC,906054101,UNION COMMUNITY BANCORP,0,0001046183
066103,31/1/05,01C,SV.,82857U105,SIMAVITA LTD,0,0000927862
066104,31/1/05,01,OPMK,683951107,OPTIMARK DATA SYSTEMS INC,0,0000941904
066105,31/1/05,01,GNPR,37229R305,GENIUS PRODUCTS INC,0,0001098016
066106,31/1/05,01,SGDH.1,784179996,SGD HOLDINGS LTD -OLD,0,
066107,31/1/05,01C,RGZ.H,752909200,RANDSBURG INTL GOLD CORP,0,
066108,31/1/05,01,SOAP.,86888L109,SURREY INC,0,0001044847
066109,31/1/05,01,CDLX.1,191891209,CODDLE CREEK FINANCIAL CORP,0,0001045944
066110,31/1/05,01C,DLL.,24713A105,DELORO RESOURCES LTD,0,
066115,31/1/05,01,3SPDV,846241107,SPACEDEV INC,0,0001031833
066117,31/1/05,01,3AMFSE,023612203,ROKK3R INC,0,0001105949
066119,31/1/05,01,ACCR,00431N108,ACCESS POWER INC,0,0001041588
066122,31/1/05,01,OICT,67778A106,OICINTRA INC,0,
066123,31/1/05,01,ADOT,00754V109,ADVANCED OPTICS ELECTRONICS,0,0001020657
066124,31/1/05,01,AENG,00758C107,ADVANCED ENGINE TECHNOLOGIES,0,0001043225
066128,31/1/05,01,RSBK,76882P107,RIVERSIDE BANCSHARES INC,0,
066129,31/1/05,01,ANCSQ,02524A209,AMERICAN CONSUMERS INC,0,0000004811
066136,31/1/05,01,SVCX,78486P103,SVC FINANCIAL SERVICES INC,0,0001092753
066139,31/1/05,01,AOGC,052577103,AUSTRALIAN OIL & GAS CORP,0,0001080634
066146,31/1/05,01,SNZH,79781B203,SAN HOLDINGS INC,0,0000799097
066148,31/1/05,01,EVBS,277196101,EASTERN VA BANKSHARES INC,0,0001047170
066149,31/1/05,01,AMIN,02686Y300,AMERICAN INTERNATIONAL INDS,0,0001073146
066150,31/1/05,01,TMIX,876492109,TARSIN MOBILE INC,0,0001046986
066151,31/1/05,01,PEDE.1,39115R100,GREAT PEE DEE BANCORP INC,0,0001046587
066152,31/1/05,01,HAYEQ,420762304,HAYES CORP,0,0001020319
066155,31/1/05,01,NWFL,669549107,NORWOOD FINANCIAL CORP,0,0001013272
066156,31/1/05,01,HIUH,42770P203,HERO INTL USA HOLDING CORP,0,
066157,31/1/05,01,TMOL,896274107,TRIMOL GROUP INC,0,0001011733
066158,31/1/05,01,OVLY,671807105,OAK VALLEY BANCORP,0,0001431567
066160,31/1/05,01,OSBI,677531204,OHIO STATE BANCSHARES INC,0,0000919644
066161,31/1/05,01,OLBK,67984M100,OLD LINE BANCSHARES INC,0,0001253317
066163,31/1/05,01,THDS,885793109,3DSHOPPING .COM,0,0001081920
066164,31/1/05,01,PSBC,694864109,PACIFIC STATE BANCORP/CA,0,0001169424
066170,31/1/05,01,PDER,699437109,PARDEE RESOURCES CO,0,
066171,31/1/05,01,EPXR,294262100,EPIXTAR CORP,0,0001099730
066172,31/1/05,01,DVTC,70557B204,DEVELOPMENT TECHNOLOGIE CORP,0,
066175,31/1/05,01,BEGI,09259B104,BLACKSTAR ENTERPRISE GROUP,0,0001483646
066181,31/1/05,01,PQRJ,716751102,PETROQUEST RESOURCES INC,0,0001071579
066183,31/1/05,01,EOPIQ,27885H105,ECO2 PLASTICS INC,0,0000855372
066185,31/1/05,01,CBBO,197231103,COLUMBIA BANCORP/OR,0,0001010002
066188,31/1/05,01,3FLFL,320724107,FIRST LITCHFIELD FINANCIAL,0,0000840886
066191,31/1/05,01,ITNF,460946106,INTERNET INFINITY INC,0,0001020302
066193,31/1/05,01,PWREQ,674869201,OCEAN POWER CORP,0,0001102423
066196,31/1/05,01,MMIO,571303403,MARMION INDUSTRIES CORP,0,0001123195
066198,31/1/05,01,BJGP,05569C105,BMP SUNSTONE CORP,0,0001281696
066199,31/1/05,01,SDGL,813714102,SECURED DIGITAL APPLICATIONS,0,0000940516
066200,31/1/05,01,KLIB,494113103,KILLBUCK BANCSHARES INC,0,0001060455
066201,31/1/05,01,KISB,49771A101,KISH BANCORP INC,0,0000803742
066204,31/1/05,01,NAWL.1,63999B932,NATUREWELL INC -OLD,0,
066205,31/1/05,01,UCAP.,90347N102,UCAP INC,0,0000855684
066208,31/1/05,01,EXBG,300692100,EXCELSIOR BIOTECH INC,0,
066210,31/1/05,01,LCNB,50181P100,LCNB CORP,0,0001074902
066211,31/1/05,01,LIBC,530170109,LIBERTY BANCORP/CA,0,
066212,31/1/05,01,AKESQ,00972U107,AKESIS PHARMACEUTICALS INC,0,0001042420
066215,31/1/05,01,LHFF,532231107,LIGHTHOUSE FAST FERRY INC,0,0001022360
066222,31/1/05,01,MTCH.3,57666R105,MATECH CORP,0,0001036668
066223,31/1/05,01,GLFN,58117F104,MCHENRY METALS GOLF CORP,0,0001046472
066225,31/1/05,01,MDJT.1,58501K107,MEDJET INC,0,
066227,31/1/05,01,SRII,84730P105,SPEAKING ROSES INTL INC,0,0000884321
066228,31/1/05,01,MILLQ,600527105,MILLER ENERGY RESOURCES INC,0,0000785968
066234,31/1/05,01,3MTUC,628247108,MUTUAL CMNTY SVGS BK INC SSB,0,
066235,31/1/05,01,HOPE,43940T109,HOPE BANCORP INC,0,0001128361
066236,31/1/05,01,NCAL,628794109,NATIONAL BANK/CA,0,0001838199
066239,31/1/05,01,SLPHQ,865378103,SULPHCO INC,0,0001096560
066242,31/1/05,01,IRMC,45248E502,IMCOR PHARMACEUTICAL CO,0,0000761237
066244,31/1/05,01,JRSE,469830103,JACOBSON RESONANCE ENTPRSES,0,0001089393
066245,31/1/05,01,GPPL,37990T100,GLOBAL PEOPLELINE TELECOM,0,0001082603
066246,31/1/05,01,IDR,645827205,IDAHO STRTEGIC RESOURCES INC,0,0001030192
066247,31/1/05,02,OLVI,68078P108,OLIVEDA INTERNATIONAL INC,0,
066249,31/1/05,01,FGIFF,P41758106,FLIRTY GIRL INTL INC,0,0001060205
066253,31/1/05,01,BLYO,08264E202,BENTLEY COMMERCE CORP,0,0001091964
066254,31/1/05,01,PELE,74266D303,PROELITE INC,0,0001015789
066258,31/1/05,01,QUCT,74823W109,QUEEN CITY INVESTMENTS INC,0,
066259,31/1/05,01,TSLV,879547206,TESLA VISION CORP,0,0001091967
066261,31/1/05,01,LIVE,538142308,LIVE VENTURES INC,0,0001045742
066262,31/1/05,01,3RFSV,765904107,RIDGESTONE FINANCIAL SERVICS,0,
066263,31/1/05,01,UNTN,91307P202,UNITED TENN BANKSHARES INC,0,0001045689
066268,31/1/05,01,SAAS,45336E109,INCONTACT INC,0,0001087934
066269,31/1/05,01,DISS,255340101,DIVERSIFIED SENIOR SERVICES,0,0001042323
066271,31/1/05,01,GIMU,37945V101,GLOBAL IMMUNE TECHNOLOGIES,0,0001105284
066272,31/1/05,01,MYST,628643108,MYSTIC FINANCIAL INC,0,0001044880
066274,31/1/05,01,PFHO,69439P407,PACIFIC HEALTH CARE ORG INC,0,0001138476
066275,31/1/05,01,NPLA,45773L103,INPLAY TECHNOLOGIES INC,0,0001054070
066276,31/1/05,01,NWCN,64125G308,NETWORK CN INC,0,0000934796
066277,31/1/05,01C,VSN.,92340R106,VERESEN INC,0,
066278,31/1/05,01,TSA,84917U109,SPORTS AUTHORITY INC,0,0000912262
066281,31/1/05,01,RASFQ,749227864,RAIT FINANCIAL TRUST,0,0001045425
066285,31/1/05,01,HFWA,42722X106,HERITAGE FINANCIAL CORP,0,0001046025
066286,31/1/05,01,TSBK,887098101,TIMBERLAND BANCORP INC,0,0001046050
